day,temp.high,temp.avg,temp.low,dp.high,dp.avg,dp.low,hum.high,hum.avg,hum.low,slp.high,slp.avg,slp.low,vis.high,vis.avg,vis.low,wind.high,wind.avg,wind.high.1,Prec.sum
0.58127051974975,-0.0440889494514629,-0.154194433836592,-0.323011523820161,-0.0712731505201353,-0.049160607553299,0.0263046921271406,-0.0708421169220557,-0.02626535506205,0.0451964585086889,1,0.963447779939571,0.931673494458649,NA,0.0577746440887589,0.0245659813750308,-0.371291704819674,-0.40081237999043,-0.310168264502335,-0.130096491979515
0.551590929393372,0.0607322524951303,-0.0733450205721033,-0.290692492720872,-0.122876303221979,-0.0708265999736713,0.00594473071322851,-0.169099729334758,-0.140690485885348,-0.0579654531176958,0.963447779939571,1,0.983478750878131,NA,0.177199220648127,0.0951735541161056,-0.383929547473967,-0.403050156108704,-0.341697670847042,-0.290324380167894
0.512076874798536,0.0933212777051171,-0.0454368060138464,-0.285016851234185,-0.190617266723634,-0.117541479987381,-0.00946163229073376,-0.256482006818719,-0.219215572207195,-0.105935469328772,0.931673494458649,0.983478750878131,1,NA,0.260089406529659,0.186815657463165,-0.396494986682676,-0.423457697710886,-0.344497717600891,-0.369329391465141
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
-0.0405790926890442,-0.00834010230079882,-0.00708371704506575,-0.151665365830027,-0.504319238840703,-0.410754903228545,-0.336468103260746,-0.660993810516536,-0.633066566842359,-0.430350457320581,0.0577746440887589,0.177199220648127,0.260089406529659,NA,1,0.892536710913833,-0.387207573464137,-0.310128553271255,-0.428618378326096,-0.918117644956184
-0.13237200713243,-0.146733830146125,-0.0641110786904627,-0.141706096181493,-0.571331513164117,-0.426073044906922,-0.248190194763453,-0.717204207984375,-0.58622073504381,-0.27267311148866,0.0245659813750308,0.0951735541161056,0.186815657463165,NA,0.892536710913833,1,-0.440671366970301,-0.30509167475337,-0.467606867543585,-0.755374357814932
-0.282910708925308,0.115897177171495,0.100055136408133,0.212382360372153,0.307940030882601,0.252782614756466,0.137187484459749,0.430447263899858,0.310360261075169,0.0767438690420095,-0.371291704819674,-0.383929547473967,-0.396494986682676,NA,-0.387207573464137,-0.440671366970301,1,0.656209622656674,0.896677219249906,0.314067173584898
-0.205342547034132,-0.115070859995988,0.0523742633284056,0.267163912085446,0.279188437333591,0.232377060583126,0.102691618660483,0.325385562666869,0.334060955988464,0.252553751697259,-0.40081237999043,-0.403050156108704,-0.423457697710886,NA,-0.310128553271255,-0.30509167475337,0.656209622656674,1,0.538923115023475,0.265707091423406
-0.199103920172869,0.232595187752288,0.208003383409845,0.278474439695422,0.39426680867459,0.367727544008999,0.259643817120956,0.439074246849214,0.356793404715872,0.169904922669049,-0.310168264502335,-0.341697670847042,-0.344497717600891,NA,-0.428618378326096,-0.467606867543585,0.896677219249906,0.538923115023475,1,0.366367691089349
-0.111376032401404,-0.196556781023114,-0.180687988310163,0.0431410214718136,0.416656751380219,0.332383860249794,0.252176217621596,0.648522797843166,0.653383267666988,0.483583534305226,-0.130096491979515,-0.290324380167894,-0.369329391465141,NA,-0.918117644956184,-0.755374357814932,0.314067173584898,0.265707091423406,0.366367691089349,1
